s_number,date,site,area,site_type,type_of_visitor,number_of_visitors,note
3421,2010-09-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,5555,
3422,2010-10-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,3781,
3423,2010-11-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,7060,
3424,2010-12-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,4590,
3425,2011-01-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,4519,
3426,2011-02-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,4541,
3427,2011-03-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,5069,
3428,2011-04-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,4723,
3429,2011-05-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,3937,
3430,2011-06-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,3748,
3431,2011-07-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,4233,
3432,2011-08-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,4145,
3433,2011-09-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,12227,
3434,2011-10-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,10010,
3435,2011-11-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,15150,
3436,2011-12-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,10861,
3437,2012-01-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,10467,
3438,2012-02-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,10849,
3439,2012-03-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,11342,
3440,2012-04-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,10327,
3441,2012-05-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,9583,
3442,2012-06-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,9363,
3443,2012-07-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,8976,
3444,2012-08-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,11179,
3445,2012-09-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,5380,
3446,2012-10-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,6500,
3447,2012-11-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,5300,
3448,2012-12-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,7600,
3449,2013-01-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,3690,
3450,2013-02-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,4200,
3451,2013-03-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,4575,
3452,2013-04-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,2900,
3453,2013-05-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,1400,
3454,2013-06-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,1160,
3455,2013-07-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,715,
3456,2013-08-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,1560,
3457,2013-09-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,1984,
3458,2013-10-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,8642,
3459,2013-11-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,4797,
3460,2013-12-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,5481,
3461,2014-01-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,4890,
3462,2014-02-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,5576,
3463,2014-03-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,5585,
3464,2014-04-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,5031,
3465,2014-05-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,4447,
3466,2014-06-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,4337,
3467,2014-07-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,7383,
3468,2014-08-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,National,4781,
3469,2009-01-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,46,
3470,2009-02-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,34,
3471,2009-03-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,42,
3472,2009-04-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,25,
3473,2009-05-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,2,
3474,2009-06-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,25,
3475,2009-07-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,2,
3476,2009-08-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,0,
3477,2009-09-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,30,
3478,2009-10-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,24,
3479,2009-11-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,16,
3480,2009-12-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,39,
3481,2010-01-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,11,
3482,2010-02-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,18,
3483,2010-03-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,22,
3484,2010-04-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,2,
3485,2010-05-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,18,
3486,2010-06-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,6,
3487,2010-07-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,3,
3488,2010-08-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,4,
3489,2010-09-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,5,
3490,2010-10-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,8,
3491,2010-11-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,4,
3492,2010-12-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,12,
3493,2011-01-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,1,
3494,2011-02-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,19,
3495,2011-03-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,14,
3496,2011-04-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,3,
3497,2011-05-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,2,
3498,2011-06-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,8,
3499,2011-07-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,3,
3500,2011-08-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,13,
3501,2011-09-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,3,
3502,2011-10-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,7,
3503,2011-11-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,31,
3504,2011-12-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,2,
3505,2012-01-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,8,
3506,2012-02-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,6,
3507,2012-03-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,1,
3508,2012-04-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,5,
3509,2012-05-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,0,
3510,2012-06-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,0,
3511,2012-07-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,1,
3512,2012-08-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,4,
3513,2012-09-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,6,
3514,2012-10-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,26,
3515,2012-11-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,9,
3516,2012-12-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,49,
3517,2013-01-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,5,
3518,2013-02-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,5,
3519,2013-03-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,15,
3520,2013-04-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,20,
3521,2013-05-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,3,
3522,2013-06-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,5,
3523,2013-07-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,1,
3524,2013-08-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,6,
3525,2013-09-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,7,
3526,2013-10-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,26,
3527,2013-11-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,13,
3528,2013-12-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,21,
3529,2014-01-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,8,
3530,2014-02-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,3,
3531,2014-03-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,27,
3532,2014-04-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,8,
3533,2014-05-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,2,
3534,2014-06-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,0,
3535,2014-07-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,4,
3536,2014-08-01,"Mohenjodaro, Larkana",Sindh,Heritage Site,Foreigner,1,
3537,2009-01-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1464,
3538,2009-02-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1826,
3539,2009-03-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2096,
3540,2009-04-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1217,
3541,2009-05-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1470,
3542,2009-06-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1873,
3543,2009-07-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1884,
3544,2009-08-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,3159,
3545,2009-09-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1809,
3546,2009-10-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1384,
3547,2009-11-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2150,
3548,2009-12-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2353,
3549,2010-01-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1420,
3550,2010-02-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2042,
3551,2010-03-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1532,
3552,2010-04-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,3090,
3553,2010-05-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2100,
3554,2010-06-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,576,
3555,2010-07-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2624,
3556,2010-08-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,3276,
3557,2010-09-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2914,
3558,2010-10-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2852,
3559,2010-11-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,3914,
3560,2010-12-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2201,
3561,2011-01-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2161,
3562,2011-02-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1802,
3563,2011-03-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2480,
3564,2011-04-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2138,
3565,2011-05-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,3203,
3566,2011-06-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,5167,
3567,2011-07-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,3608,
3568,2011-08-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2900,
3569,2011-09-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,3427,
3570,2011-10-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1631,
3571,2011-11-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,3672,
3572,2011-12-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2291,
3573,2012-01-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2798,
3574,2012-02-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2079,
3575,2012-03-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,3392,
3576,2012-04-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2844,
3577,2012-05-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2875,
3578,2012-06-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,4301,
3579,2012-07-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2763,
3580,2012-08-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,5286,
3581,2012-09-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,4433,
3582,2012-10-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,6137,
3583,2012-11-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,4532,
3584,2012-12-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,3968,
3585,2013-01-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1911,
3586,2013-02-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2642,
3587,2013-03-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,3698,
3588,2013-04-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,4205,
3589,2013-05-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,3602,
3590,2013-06-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2985,
3591,2013-07-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,4022,
3592,2013-08-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,7203,
3593,2013-09-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2392,
3594,2013-10-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,4378,
3595,2013-11-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2237,
3596,2013-12-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2089,
3597,2014-01-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1526,
3598,2014-02-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1320,
3599,2014-03-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1696,
3600,2014-04-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1134,
3601,2014-05-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,1255,
3602,2014-06-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2147,
3603,2014-07-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,3971,
3604,2014-08-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,National,2951,
3605,2009-01-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3606,2009-02-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3607,2009-03-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,2,
3608,2009-04-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,6,
3609,2009-05-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3610,2009-06-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,3,
3611,2009-07-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3612,2009-08-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3613,2009-09-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3614,2009-10-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3615,2009-11-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3616,2009-12-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,3,
3617,2010-01-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3618,2010-02-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3619,2010-03-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3620,2010-04-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3621,2010-05-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3622,2010-06-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3623,2010-07-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3624,2010-08-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3625,2010-09-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3626,2010-10-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3627,2010-11-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3628,2010-12-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3629,2011-01-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3630,2011-02-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3631,2011-03-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3632,2011-04-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3633,2011-05-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3634,2011-06-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3635,2011-07-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3636,2011-08-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3637,2011-09-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3638,2011-10-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3639,2011-11-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3640,2011-12-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,2,
3641,2012-01-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3642,2012-02-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3643,2012-03-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,2,
3644,2012-04-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,3,
3645,2012-05-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3646,2012-06-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,3,
3647,2012-07-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,2,
3648,2012-08-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,3,
3649,2012-09-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3650,2012-10-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3651,2012-11-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3652,2012-12-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3653,2013-01-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3654,2013-02-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3655,2013-03-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,5,
3656,2013-04-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,2,
3657,2013-05-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3658,2013-06-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3659,2013-07-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3660,2013-08-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3661,2013-09-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3662,2013-10-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3663,2013-11-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,2,
3664,2013-12-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,8,
3665,2014-01-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,3,
3666,2014-02-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,3,
3667,2014-03-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3668,2014-04-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3669,2014-05-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,3,
3670,2014-06-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3671,2014-07-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,0,
3672,2014-08-01,"Umerkot Fort, Tharparkar",Sindh,Heritage Site,Foreigner,1,
3673,2009-01-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,400,
3674,2009-02-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,382,
3675,2009-03-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,396,
3676,2009-04-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,275,
3677,2009-05-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,306,
3678,2009-06-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,264,
3679,2009-07-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,245,
3680,2009-08-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,232,
3681,2009-09-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,655,
3682,2009-10-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,216,
3683,2009-11-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,460,
3684,2009-12-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,302,
3685,2010-01-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,322,
3686,2010-02-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,304,
3687,2010-03-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,486,
3688,2010-04-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,498,
3689,2010-05-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,352,
3690,2010-06-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,171,
3691,2010-07-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,249,
3692,2010-08-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,107,
3693,2010-09-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,730,
3694,2010-10-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,305,
3695,2010-11-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,1109,
3696,2010-12-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,470,
3697,2011-01-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,426,
3698,2011-02-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,670,
3699,2011-03-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,586,
3700,2011-04-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,789,
3701,2011-05-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,617,
3702,2011-06-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,443,
3703,2011-07-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,740,
3704,2011-08-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,2300,
3705,2011-09-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,3900,
3706,2011-10-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,3900,
3707,2011-11-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,10400,
3708,2011-12-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,2300,
3709,2012-01-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,290,
3710,2012-02-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,350,
3711,2012-03-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,5900,
3712,2012-04-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,4700,
3713,2012-05-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,2800,
3714,2012-06-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,3000,
3715,2012-07-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,1800,
3716,2012-08-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,8100,
